user_id,recency_hours,pv_count_8d,fav_count_8d,cart_count_8d,buy_count_8d,pv_to_buy_ratio,is_churn
100261,1.6508,58,0,6,1,0.0172,0
1002618,6.0408,98,0,14,3,0.0306,0
1002623,15.2492,14,0,0,0,0.0000,1
1002637,1.9433,57,9,4,7,0.1228,1
100264,1.4072,41,3,1,2,0.0488,0
1002642,4.5786,180,2,0,0,0.0000,0
1002646,1.4436,20,0,1,0,0.0000,1
1002648,6.4389,57,0,0,0,0.0000,1
1002650,1.8178,39,2,0,0,0.0000,1
1002658,0.9272,26,0,1,0,0.0000,1
1002661,1.6058,28,10,1,1,0.0357,1
1002665,12.0128,12,0,0,0,0.0000,1
1002668,0.3931,111,0,2,0,0.0000,1
1002672,11.8175,110,3,0,3,0.0273,1
1002674,2.8436,55,3,2,0,0.0000,1
1002677,3.2939,12,0,0,0,0.0000,1
1002684,10.2483,8,0,0,1,0.1250,0
1002685,0.9519,20,3,0,4,0.2000,1
1002696,2.3447,269,9,3,2,0.0074,1
10027,3.6264,75,1,3,3,0.0400,0
1002705,4.4083,135,1,17,7,0.0519,0
1002714,12.9700,34,2,2,3,0.0882,1
1002725,10.1456,23,15,1,2,0.0870,0
100273,2.6219,23,0,0,0,0.0000,1
1002732,1.1000,6,0,2,0,0.0000,0
1002733,2.6192,43,0,6,0,0.0000,0
1002739,9.2839,19,0,3,0,0.0000,0
100274,2.2589,8,0,0,0,0.0000,1
1002756,6.7556,7,6,0,1,0.1429,0
1002760,2.7456,17,0,1,0,0.0000,1
1002763,2.5033,328,0,33,12,0.0366,0
1002765,1.6858,161,0,1,0,0.0000,0
1002766,2.1739,152,0,14,1,0.0066,0
1002767,1.2008,76,3,1,0,0.0000,0
100277,16.1081,15,0,1,1,0.0667,1
1002771,2.8969,20,0,2,0,0.0000,0
1002783,2.7989,6,0,2,0,0.0000,0
100279,11.9064,15,0,0,1,0.0667,0
1002792,0.5861,75,0,4,0,0.0000,0
1002793,4.7817,16,0,1,1,0.0625,1
1002796,4.2439,8,3,0,0,0.0000,1
1002798,4.6778,5,0,0,0,0.0000,1
1002816,0.7069,8,44,0,0,0.0000,1
100283,1.1292,187,0,4,0,0.0000,1
1002831,0.1561,63,5,1,1,0.0159,0
100284,2.6353,82,33,15,1,0.0122,0
1002841,1.3842,6,0,1,0,0.0000,1
1002844,15.9328,51,2,4,0,0.0000,1
1002846,6.7442,127,0,5,1,0.0079,1
1002847,3.6664,43,0,4,3,0.0698,1
100285,15.7564,5,3,3,1,0.2000,0
1002862,2.5336,139,1,3,1,0.0072,0
1002877,1.2092,19,0,2,0,0.0000,1
1002878,10.3017,33,2,6,2,0.0606,0
1002886,0.8556,116,8,4,7,0.0603,1
1002890,11.0383,17,0,0,0,0.0000,0
1002893,9.6550,21,0,0,0,0.0000,1
1002909,0.2600,310,99,5,5,0.0161,0
100292,10.7875,51,0,0,2,0.0392,1
1002927,9.6875,248,2,11,5,0.0202,0
1002928,0.2369,65,0,12,5,0.0769,0
1002931,0.8242,31,1,7,2,0.0645,1
1002934,7.6039,70,1,3,3,0.0429,0
100294,6.1450,24,0,2,4,0.1667,0
1002940,6.5897,44,7,4,4,0.0909,1
1002943,3.3856,52,0,0,2,0.0385,1
1002953,0.2481,32,5,0,0,0.0000,1
1002955,5.6572,21,4,0,0,0.0000,1
1002963,5.6811,44,0,2,0,0.0000,1
1002966,10.5192,76,0,0,0,0.0000,1
1002970,5.8494,48,2,0,3,0.0625,0
1002975,0.0033,60,0,1,1,0.0167,1
1002980,3.4381,43,0,0,1,0.0233,0
1002992,9.0447,38,0,0,2,0.0526,1
